product_id,customer_id,order_id,id,sales,quantity,discount,profit,order_date,ship_date,ship_mode,customer_name,segment,country,state,city,postal_code,region,product_name,category,subcategory
OFF-ST-10004459,AD-10180,CA-2017-127432,520,1126.0200,3,0.000,56.3010,2017-01-22,2017-01-27,"Standard Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"Tennsco Single-Tier Lockers","Office Supplies",Storage
OFF-AR-10004817,AD-10180,CA-2015-124268,1288,15.4800,3,0.000,4.4892,2015-07-04,2015-07-08,"Standard Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"Colorific Watercolor Pencils","Office Supplies",Art
FUR-FU-10001867,AD-10180,CA-2015-120439,1328,51.0720,6,0.200,5.1072,2015-06-14,2015-06-18,"Standard Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings
TEC-AC-10004114,AD-10180,CA-2017-160416,3701,163.9600,4,0.000,70.5028,2017-11-13,2017-11-18,"Second Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"KeyTronic 6101 Series - Keyboard - Black",Technology,Accessories
OFF-PA-10001972,AD-10180,CA-2017-143245,4929,19.4400,3,0.000,9.3312,2017-12-01,2017-12-06,"Standard Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"Xerox 214","Office Supplies",Paper
FUR-CH-10000155,AD-10180,CA-2017-143245,4930,897.1500,3,0.000,251.2020,2017-12-01,2017-12-06,"Standard Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"Global Comet Stacking Armless Chair",Furniture,Chairs
OFF-PA-10000675,AD-10180,US-2017-136784,5290,163.9600,4,0.000,80.3404,2017-04-30,2017-05-05,"Standard Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"Xerox 1919","Office Supplies",Paper
OFF-PA-10001583,AD-10180,CA-2014-128062,9737,5.8800,1,0.200,1.9845,2014-11-19,2014-11-22,"Second Class","Alan Dominguez","Home Office","United States",Pennsylvania,Philadelphia,19134,East,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2" X 11" Cards, 25 Env./Pack","Office Supplies",Paper
FUR-CH-10001973,AF-10870,US-2017-139969,2152,233.0580,3,0.300,-53.2704,2017-11-19,2017-11-26,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Office Star Flex Back Scooter Chair with White Frame",Furniture,Chairs
TEC-PH-10004614,AF-10870,CA-2016-146934,2442,345.0000,5,0.000,86.2500,2016-05-22,2016-05-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"AT&T 841000 Phone",Technology,Phones
FUR-TA-10003748,AF-10870,CA-2016-146934,2443,174.2860,2,0.300,-19.9184,2016-05-22,2016-05-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Bevis 36 x 72 Conference Tables",Furniture,Tables
OFF-AP-10003217,AF-10870,CA-2016-146934,2444,662.8400,4,0.000,172.3384,2016-05-22,2016-05-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Eureka Sanitaire  Commercial Upright","Office Supplies",Appliances
TEC-AC-10002399,AF-10870,CA-2016-146934,2445,95.1000,5,0.000,30.4320,2016-05-22,2016-05-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"SanDisk Cruzer 32 GB USB Flash Drive",Technology,Accessories
OFF-EN-10002973,AF-10870,CA-2016-146934,2446,26.8800,6,0.000,12.9024,2016-05-22,2016-05-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Ampad #10 Peel & Seel Holiday Envelopes","Office Supplies",Envelopes
TEC-PH-10001336,AF-10870,CA-2016-146934,2447,257.9800,2,0.000,74.8142,2016-05-22,2016-05-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Digium D40 VoIP phone",Technology,Phones
OFF-BI-10000773,AF-10870,CA-2016-139234,3360,3.2080,2,0.800,-5.2932,2016-05-06,2016-05-10,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Insertable Tab Post Binder Dividers","Office Supplies",Binders
TEC-AC-10004510,AF-10870,CA-2016-139234,3361,26.1760,2,0.200,-3.2720,2016-05-06,2016-05-10,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Logitech Desktop MK120 Mouse and keyboard Combo",Technology,Accessories
OFF-PA-10001977,AF-10870,CA-2017-167871,3947,44.3840,1,0.200,15.5344,2017-11-18,2017-11-23,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Xerox 194","Office Supplies",Paper
OFF-SU-10001225,AF-10870,CA-2017-167871,3948,2.9440,1,0.200,-0.6624,2017-11-18,2017-11-23,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Staple remover","Office Supplies",Supplies
OFF-AP-10001626,AF-10870,CA-2015-168634,5610,7.7800,2,0.000,2.0228,2015-12-06,2015-12-11,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","Office Supplies",Appliances
OFF-BI-10001628,AF-10870,CA-2017-125269,8201,10.4300,5,0.800,-18.2525,2017-04-24,2017-04-30,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","Office Supplies",Binders
OFF-ST-10004123,AF-10870,CA-2017-125269,8202,72.7840,1,0.200,-18.1960,2017-04-24,2017-04-30,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Safco Industrial Wire Shelving System","Office Supplies",Storage
OFF-BI-10002764,AF-10870,CA-2016-126270,9669,18.0880,7,0.200,6.5569,2016-04-23,2016-04-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Recycled Pressboard Report Cover with Reinforced Top Hinge","Office Supplies",Binders
OFF-EN-10004386,AF-10870,CA-2016-126270,9670,71.9700,3,0.000,35.9850,2016-04-23,2016-04-27,"Standard Class","Art Ferguson",Consumer,"United States",California,"San Clemente",92672,West,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Office Supplies",Envelopes
TEC-PH-10001552,AF-10885,CA-2015-114300,848,83.7200,7,0.000,23.4416,2015-10-13,2015-10-17,"Standard Class","Art Foster",Consumer,"United States",Pennsylvania,Philadelphia,19134,East,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",Technology,Phones
FUR-CH-10001891,AF-10885,CA-2015-114300,849,287.9400,3,0.000,77.7438,2015-10-13,2015-10-17,"Standard Class","Art Foster",Consumer,"United States",Pennsylvania,Philadelphia,19134,East,"Global Deluxe Office Fabric Chairs",Furniture,Chairs
OFF-SU-10001225,AF-10885,CA-2016-115588,2869,14.7200,5,0.200,-3.3120,2016-11-10,2016-11-12,"Second Class","Art Foster",Consumer,"United States",Pennsylvania,Philadelphia,19134,East,"Staple remover","Office Supplies",Supplies
OFF-ST-10001558,AF-10885,CA-2016-115588,2870,38.9760,3,0.200,-2.4360,2016-11-10,2016-11-12,"Second Class","Art Foster",Consumer,"United States",Pennsylvania,Philadelphia,19134,East,"Acco Perma 4000 Stacking Storage Drawers","Office Supplies",Storage
OFF-BI-10002429,AF-10885,CA-2014-103702,3286,63.9240,7,0.700,-46.8776,2014-09-12,2014-09-17,"Standard Class","Art Foster",Consumer,"United States",Pennsylvania,Philadelphia,19134,East,"Premier Elliptical Ring Binder, Black","Office Supplies",Binders
FUR-BO-10004467,AF-10885,CA-2014-114181,7556,349.9650,7,0.500,-216.9783,2014-05-10,2014-05-14,"Second Class","Art Foster",Consumer,"United States",Pennsylvania,Philadelphia,19134,East,"Bestar Classic Bookcase",Furniture,Bookcases
OFF-AR-10000716,AF-10885,CA-2014-114181,7557,22.3200,5,0.200,5.3010,2014-05-10,2014-05-14,"Second Class","Art Foster",Consumer,"United States",Pennsylvania,Philadelphia,19134,East,"DIXON Ticonderoga Erasable Checking Pencils","Office Supplies",Art
OFF-ST-10000107,AG-10270,CA-2014-167164,19,55.5000,2,0.000,9.9900,2014-05-13,2014-05-15,"Second Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Fellowes Super Stor/Drawer","Office Supplies",Storage
FUR-FU-10003832,AG-10270,CA-2017-139416,4677,15.0080,2,0.200,1.5008,2017-03-27,2017-03-29,"Second Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings
OFF-ST-10000419,AG-10270,CA-2016-105732,7381,40.7400,3,0.000,0.4074,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Rogers Jumbo File, Granite","Office Supplies",Storage
OFF-LA-10004559,AG-10270,CA-2016-105732,7382,14.4000,5,0.000,7.0560,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Avery 49","Office Supplies",Labels
TEC-PH-10001644,AG-10270,CA-2016-105732,7383,149.9500,5,0.000,41.9860,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones
OFF-SU-10004782,AG-10270,CA-2016-105732,7384,16.9000,2,0.000,5.0700,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Elite 5" Scissors","Office Supplies",Supplies
OFF-PA-10002250,AG-10270,CA-2016-105732,7385,17.6100,3,0.000,8.4528,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Things To Do Today Pad","Office Supplies",Paper
OFF-AP-10001394,AG-10270,CA-2016-105732,7386,378.0000,2,0.000,136.0800,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Harmony Air Purifier","Office Supplies",Appliances
OFF-PA-10001838,AG-10270,CA-2016-105732,7387,17.6400,3,0.000,8.6436,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","Office Supplies",Paper
OFF-ST-10004340,AG-10270,CA-2016-105732,7388,373.0800,6,0.000,100.7316,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Fellowes Mobile File Cart, Black","Office Supplies",Storage
FUR-FU-10003664,AG-10270,CA-2016-105732,7389,1336.4400,14,0.000,387.5676,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings
TEC-PH-10004897,AG-10270,CA-2016-105732,7390,29.9700,3,0.000,0.2997,2016-09-13,2016-09-18,"Standard Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Mediabridge Sport Armband iPhone 5s",Technology,Phones
TEC-AC-10001314,AG-10270,CA-2014-103058,7412,99.9800,2,0.000,7.9984,2014-07-23,2014-07-24,"First Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"Case Logic 2.4GHz Wireless Keyboard",Technology,Accessories
OFF-BI-10001308,AG-10270,CA-2015-153738,8038,37.6800,6,0.000,16.9560,2015-09-20,2015-09-22,"First Class","Alejandro Grove",Consumer,"United States",Massachusetts,Lawrence,1841,East,"GBC Standard Plastic Binding Systems' Combs","Office Supplies",Binders
FUR-CH-10004886,AG-10300,CA-2014-147298,2616,230.2800,3,0.200,23.0280,2014-04-26,2014-05-03,"Standard Class","Aleksandra Gannaway",Corporate,"United States",Nevada,"Las Vegas",89115,West,"Bevis Steel Folding Chairs",Furniture,Chairs
OFF-BI-10001525,AG-10300,CA-2014-147298,2617,18.2880,6,0.200,5.7150,2014-04-26,2014-05-03,"Standard Class","Aleksandra Gannaway",Corporate,"United States",Nevada,"Las Vegas",89115,West,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Executive Red","Office Supplies",Binders
OFF-AR-10002053,AG-10300,CA-2017-161823,3588,5.9600,2,0.000,1.6688,2017-09-03,2017-09-08,"Standard Class","Aleksandra Gannaway",Corporate,"United States",Nevada,"Las Vegas",89115,West,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind","Office Supplies",Art
FUR-BO-10002853,AG-10300,CA-2016-143749,4186,81.9400,1,0.000,20.4850,2016-12-05,2016-12-07,"First Class","Aleksandra Gannaway",Corporate,"United States",Nevada,"Las Vegas",89115,West,"O'Sullivan 5-Shelf Heavy-Duty Bookcases",Furniture,Bookcases
OFF-AP-10004868,AG-10300,CA-2015-166800,6997,31.0800,4,0.000,8.3916,2015-11-19,2015-11-26,"Standard Class","Aleksandra Gannaway",Corporate,"United States",Nevada,"Las Vegas",89115,West,"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Office Supplies",Appliances
TEC-PH-10003215,AG-10330,CA-2017-107748,4354,95.8400,4,0.200,34.7420,2017-12-10,2017-12-12,"Second Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Jackery Bar Premium Fast-charging Portable Charger",Technology,Phones
OFF-PA-10002005,AG-10330,CA-2017-107748,4355,12.9600,2,0.000,6.2208,2017-12-10,2017-12-12,"Second Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Xerox 225","Office Supplies",Paper
OFF-EN-10002504,AG-10330,CA-2016-104150,6159,81.5400,3,0.000,38.3238,2016-08-03,2016-08-05,"Second Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","Office Supplies",Envelopes
TEC-AC-10004803,AG-10330,CA-2016-104150,6160,167.2800,12,0.000,23.4192,2016-08-03,2016-08-05,"Second Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Sony Micro Vault Click 4 GB USB 2.0 Flash Drive",Technology,Accessories
OFF-PA-10000019,AG-10330,CA-2017-104927,6194,25.9200,5,0.200,9.0720,2017-12-22,2017-12-26,"Standard Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Xerox 1931","Office Supplies",Paper
OFF-BI-10003429,AG-10330,CA-2017-104927,6195,6.3300,5,0.800,-9.8115,2017-12-22,2017-12-26,"Standard Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Cardinal HOLDit! Binder Insert Strips,Extra Strips","Office Supplies",Binders
OFF-PA-10000176,AG-10330,CA-2017-104927,6196,75.8800,5,0.200,26.5580,2017-12-22,2017-12-26,"Standard Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Xerox 1887","Office Supplies",Paper
FUR-TA-10003008,AG-10330,CA-2017-142909,7153,182.5500,2,0.500,-135.0870,2017-12-22,2017-12-25,"Second Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables
OFF-AR-10001315,AG-10330,CA-2017-108287,7739,12.6720,9,0.200,1.4256,2017-12-18,2017-12-20,"First Class","Alex Grayson",Consumer,"United States","North Carolina",Charlotte,28205,South,"Newell 310","Office Supplies",Art
OFF-PA-10000955,AG-10390,CA-2016-109820,1035,15.6960,3,0.200,5.1012,2016-11-20,2016-11-22,"First Class","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"Southworth 25% Cotton Granite Paper & Envelopes","Office Supplies",Paper
OFF-BI-10003460,AG-10390,CA-2016-109820,1036,2.6280,2,0.700,-1.9272,2016-11-20,2016-11-22,"First Class","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"Acco 3-Hole Punch","Office Supplies",Binders
OFF-BI-10000474,AG-10390,CA-2016-109820,1037,14.4270,3,0.700,-10.5798,2016-11-20,2016-11-22,"First Class","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies",Binders
OFF-AR-10000940,AG-10390,CA-2016-136483,2198,4.7040,2,0.200,0.4116,2016-12-01,2016-12-06,"Standard Class","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"Newell 343","Office Supplies",Art
OFF-LA-10001175,AG-10390,CA-2014-125171,4987,14.4000,5,0.000,7.0560,2014-09-03,2014-09-03,"Same Day","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"Avery 514","Office Supplies",Labels
FUR-FU-10002597,AG-10390,CA-2017-107244,6006,19.7600,4,0.000,8.2992,2017-09-07,2017-09-11,"Standard Class","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings
OFF-BI-10003638,AG-10390,CA-2014-158470,7844,58.0500,3,0.000,26.7030,2014-04-19,2014-04-23,"Second Class","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"GBC Durable Plastic Covers","Office Supplies",Binders
OFF-PA-10001569,AG-10390,CA-2014-158470,7845,71.2800,11,0.000,34.2144,2014-04-19,2014-04-23,"Second Class","Allen Goldenen",Consumer,"United States",Virginia,Arlington,22204,South,"Xerox 232","Office Supplies",Paper
OFF-PA-10000673,AG-10495,CA-2017-132976,278,11.6480,2,0.200,4.0768,2017-10-13,2017-10-17,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad","Office Supplies",Paper
OFF-PA-10004470,AG-10495,CA-2017-132976,279,18.1760,4,0.200,5.9072,2017-10-13,2017-10-17,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages","Office Supplies",Paper
OFF-ST-10000876,AG-10495,CA-2017-132976,280,59.7120,6,0.200,5.9712,2017-10-13,2017-10-17,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Eldon Simplefile Box Office","Office Supplies",Storage
OFF-LA-10002043,AG-10495,CA-2017-132976,281,24.8400,3,0.200,8.6940,2017-10-13,2017-10-17,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Avery 489","Office Supplies",Labels
OFF-BI-10004140,AG-10495,CA-2015-142692,4276,3.5920,1,0.200,1.1225,2015-10-23,2015-10-28,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Avery Non-Stick Binders","Office Supplies",Binders
TEC-PH-10001700,AG-10495,CA-2015-156146,5161,105.5840,2,0.200,9.2386,2015-10-26,2015-10-30,"Second Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Panasonic KX-TG6844B Expandable Digital Cordless Telephone",Technology,Phones
TEC-PH-10001527,AG-10495,CA-2015-156146,5162,68.7200,2,0.200,-14.6030,2015-10-26,2015-10-30,"Second Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Plantronics MX500i Earset",Technology,Phones
OFF-PA-10003177,AG-10495,CA-2015-118738,5374,15.5520,3,0.200,5.4432,2015-10-24,2015-10-30,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Xerox 1999","Office Supplies",Paper
FUR-TA-10002607,AG-10495,CA-2015-118738,5375,347.3610,7,0.300,-69.4722,2015-10-24,2015-10-30,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"KI Conference Tables",Furniture,Tables
OFF-PA-10001166,AG-10495,CA-2015-118738,5376,10.3680,2,0.200,3.6288,2015-10-24,2015-10-30,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Xerox 1932","Office Supplies",Paper
FUR-FU-10001473,AG-10495,CA-2015-104241,5648,192.2200,14,0.000,69.1992,2015-01-04,2015-01-09,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings
OFF-BI-10004209,AG-10495,CA-2016-168921,6612,19.2960,3,0.200,6.0300,2016-10-20,2016-10-22,"First Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Fellowes Twister Kit, Gray/Clear, 3/pkg","Office Supplies",Binders
OFF-ST-10003282,AG-10495,CA-2015-111948,9315,418.3200,7,0.000,117.1296,2015-11-11,2015-11-11,"Same Day","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","Office Supplies",Storage
OFF-AP-10002311,AG-10495,CA-2015-111948,9316,123.8580,2,0.100,46.7908,2015-11-11,2015-11-11,"Same Day","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","Office Supplies",Appliances
OFF-PA-10002581,AG-10495,CA-2015-162201,9817,173.4880,7,0.200,54.2150,2015-06-08,2015-06-12,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Xerox 1951","Office Supplies",Paper
OFF-ST-10000046,AG-10495,CA-2015-162201,9818,516.9600,4,0.200,-6.4620,2015-06-08,2015-06-12,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Fellowes Super Stor/Drawer Files","Office Supplies",Storage
FUR-FU-10001185,AG-10495,CA-2015-162201,9819,173.2080,7,0.200,45.4671,2015-06-08,2015-06-12,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings
OFF-AR-10003856,AG-10495,CA-2015-162201,9820,4.4480,2,0.200,0.3336,2015-06-08,2015-06-12,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Newell 344","Office Supplies",Art
OFF-LA-10001982,AG-10495,CA-2015-162201,9821,9.0000,3,0.200,3.1500,2015-06-08,2015-06-12,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","Office Supplies",Labels
OFF-PA-10001215,AG-10495,CA-2015-162201,9822,42.2400,10,0.200,13.2000,2015-06-08,2015-06-12,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Xerox 1963","Office Supplies",Paper
OFF-BI-10002429,AG-10495,CA-2015-162201,9823,18.2640,2,0.700,-13.3936,2015-06-08,2015-06-12,"Standard Class","Andrew Gjertsen",Corporate,"United States",Florida,"Saint Petersburg",33710,South,"Premier Elliptical Ring Binder, Black","Office Supplies",Binders
TEC-PH-10002398,AG-10525,CA-2014-167850,316,178.3840,2,0.200,22.2980,2014-08-09,2014-08-16,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"AT&T 1070 Corded Phone",Technology,Phones
OFF-PA-10001937,AG-10525,CA-2014-167850,317,15.5520,3,0.200,5.4432,2014-08-09,2014-08-16,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"Xerox 21","Office Supplies",Paper
TEC-MA-10002210,AG-10525,CA-2014-158281,7290,559.7100,3,0.400,-121.2705,2014-09-02,2014-09-07,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop",Technology,Machines
OFF-ST-10003638,AG-10525,CA-2015-164084,8628,70.2600,3,0.000,18.9702,2015-09-07,2015-09-12,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"Mobile Personal File Cube","Office Supplies",Storage
TEC-AC-10002305,AG-10525,CA-2015-164084,8629,90.0000,5,0.000,16.2000,2015-09-07,2015-09-12,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"KeyTronic E03601U1 - Keyboard - Beige",Technology,Accessories
OFF-BI-10000605,AG-10525,CA-2015-164084,8630,6.0960,2,0.200,2.0574,2015-09-07,2015-09-12,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"Acco Pressboard Covers with Storage Hooks, 9 1/2" x 11", Executive Red","Office Supplies",Binders
FUR-TA-10003569,AG-10525,CA-2015-164084,8631,481.1760,2,0.400,-120.2940,2015-09-07,2015-09-12,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"Bretford CR8500 Series Meeting Room Furniture",Furniture,Tables
OFF-FA-10003059,AG-10525,CA-2015-164084,8632,7.2400,4,0.000,2.3892,2015-09-07,2015-09-12,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"Assorted Color Push Pins","Office Supplies",Fasteners
OFF-BI-10002799,AG-10525,CA-2015-169572,8792,46.6200,9,0.000,21.4452,2015-09-06,2015-09-12,"Standard Class","Andy Gerbode",Corporate,"United States",Virginia,Richmond,23223,South,"SlimView Poly Binder, 3/8"","Office Supplies",Binders
OFF-ST-10001580,AG-10675,CA-2016-108987,400,35.9520,3,0.200,3.5952,2016-09-08,2016-09-10,"Second Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Super Decoflex Portable Personal File","Office Supplies",Storage
FUR-BO-10004834,AG-10675,CA-2016-108987,401,2396.2656,4,0.320,-317.1528,2016-09-08,2016-09-10,"Second Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases
OFF-ST-10000934,AG-10675,CA-2016-108987,402,131.1360,4,0.200,-32.7840,2016-09-08,2016-09-10,"Second Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Contico 72"H Heavy-Duty Storage System","Office Supplies",Storage
TEC-AC-10000158,AG-10675,CA-2016-108987,403,57.5840,2,0.200,0.7198,2016-09-08,2016-09-10,"Second Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",Technology,Accessories
OFF-AP-10002082,AG-10675,CA-2017-101483,1736,34.8480,2,0.200,6.5340,2017-07-29,2017-08-01,"Second Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Holmes HEPA Air Purifier","Office Supplies",Appliances
TEC-PH-10003442,AG-10675,CA-2017-101483,1737,22.0000,5,0.200,1.3750,2017-07-29,2017-08-01,"Second Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Samsung Replacement EH64AVFWE Premium Headset",Technology,Phones
OFF-AR-10002833,AG-10675,CA-2017-101483,1738,4.3680,3,0.200,0.3822,2017-07-29,2017-08-01,"Second Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Newell 322","Office Supplies",Art
FUR-TA-10001095,AG-10675,CA-2015-137512,2976,244.0060,2,0.300,-31.3722,2015-05-07,2015-05-12,"Standard Class","Anna Gayman",Consumer,"United States",Virginia,Salem,24153,South,"Chromcraft Round Conference Tables",Furniture,Tables
